file_name,md5sum,page_count,char_count,size,doi,title,source
busca__final/37a9ba1233e2bdc01c8ec71892a86f0c.pdf,37a9ba1233e2bdc01c8ec71892a86f0c,9,34752,702656,10.12659/MSM.935823,Effect of the COVID-19 Pandemic on Serum Vitamin D Levels in People Under Age 18 Years: A Systematic Review and Meta-Analysis,MEDICAL SCIENCE MONITOR
busca__final/1e263542be0683b911daaa8adad65b94.pdf,1e263542be0683b911daaa8adad65b94,8,39397,727526,10.1186/s12879-022-07438-8,"Comparison of the cardiovascular system, clinical condition, and laboratory results in COVID-19 patients with and without vitamin D insufficiency",BMC INFECTIOUS DISEASES
busca__final/3d0e16b69e5759e745a50af3b16b34b0.pdf,3d0e16b69e5759e745a50af3b16b34b0,8,37444,3115808,10.1016/j.jsbmb.2021.105965,Vitamin D association with the renin angiotensin system in polycystic ovary syndrome,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY
busca__final/1cd0f5a517f1424fa13e6ba7e607022f.pdf,1cd0f5a517f1424fa13e6ba7e607022f,15,46411,426784,10.1108/NFS-05-2021-0143,"In COVID-19 patients, low 25-hydroxyvitamin D level in serum is associated with longer viral clearance time and higher risk of intensive care unit admission",NUTRITION & FOOD SCIENCE
busca__final/ce19af6468a75c7175fc08e2c293844c.pdf,ce19af6468a75c7175fc08e2c293844c,14,107481,803202,10.26444/aaem/161583,Role of vitamin D3 in selected pulmonary diseases with particular emphasis on lung fibrosis,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE
busca__final/6795748c63fbb870e7a0cf819b0bc1d0.pdf,6795748c63fbb870e7a0cf819b0bc1d0,5,20811,188793,10.5867/medwave.2021.03.8174,The impact of COVID-19 preventive lockdowns on the prevalence of benign paroxysmal positional vertigo,MEDWAVE
busca__final/3c8d0f1e8564015413b469401f61e7ce.pdf,3c8d0f1e8564015413b469401f61e7ce,9,47459,785835,10.3389/fnut.2023.1249402,Vitamin D deficiency prevention policies in Iran: a retrospective policy analysis,FRONTIERS IN NUTRITION
busca__final/84818ec2b18fb846c1373ce6e1d0f9fc.pdf,84818ec2b18fb846c1373ce6e1d0f9fc,9,31623,570471,10.26355/eurrev_202306_32651,Association between vitamin D hypovitaminosis and severe forms of COVID-19,EUROPEAN REVIEW FOR MEDICAL AND PHARMACOLOGICAL SCIENCES
busca__final/9aac4396a5af1ccbf1c56230292d4f84.pdf,9aac4396a5af1ccbf1c56230292d4f84,7,32610,540592,10.5152/eurasianjmed.2022.21088,Vitamin D Level in Laboratory Confirmed COVID-19 and Disease Progression,EURASIAN JOURNAL OF MEDICINE
busca__final/adeda03c328e85bdd2278a337d3d45c7.pdf,adeda03c328e85bdd2278a337d3d45c7,10,45410,702731,10.1136/bmjresp-2022-001258,Vitamin D status: a U-shaped relationship for SARS-CoV-2 seropositivity in UK healthcare workers,BMJ OPEN RESPIRATORY RESEARCH
busca__final/1cf803133397cb5861e8256c1f1a430e.pdf,1cf803133397cb5861e8256c1f1a430e,7,29508,365766,10.1515/tjb-2022-0123,The relationship between serum vitamin D and antibody response following two doses of inactivated COVID-19 vaccine,TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI
busca__final/1a80903fc4e890071d60d190640ee87d.pdf,1a80903fc4e890071d60d190640ee87d,7,30813,410099,10.1155/2022/4410032,Prevalence of Vitamin D Deficiency in Children with Fractures: Before and during the COVID-19 Outbreak,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE
busca__final/e94fc932742263818369e9d72934ae21.pdf,e94fc932742263818369e9d72934ae21,8,31892,533394,10.2147/IJGM.S386815,Clinical and Prognostic Significance of Baseline Serum Vitamin D Levels in Hospitalized Egyptian Covid-19 Patients,INTERNATIONAL JOURNAL OF GENERAL MEDICINE
busca__final/5aa93050c3a17fff53f7045f45407eab.pdf,5aa93050c3a17fff53f7045f45407eab,19,68735,863060,10.1371/journal.pone.0272513,Contemporary nutrition-based interventions to reduce risk of infection among elderly long-term care residents: A scoping review,PLOS ONE
busca__final/7f6827eb04e79a440250a0746b33ec28.pdf,7f6827eb04e79a440250a0746b33ec28,5,23276,128379,10.4274/tod.galenos.2021.09815,Did Wearing Mask and Lockdowns Affect Vitamin D Levels During the Coronavirus Disease-2019 Pandemic?,TURK OSTEOPOROZ DERGISI-TURKISH JOURNAL OF OSTEOPOROSIS
busca__final/e210b274b0bd489ff63be8a3ff4d554a.pdf,e210b274b0bd489ff63be8a3ff4d554a,11,41392,984222,10.1159/000535302,Association of Vitamin D with severity and outcome of COVID-19: Clinical and Experimental Evidence,JOURNAL OF INNATE IMMUNITY
busca__final/a12edc251298e266c70c5d251a39782e.pdf,a12edc251298e266c70c5d251a39782e,10,60356,3361791,10.1016/j.mce.2023.112071,Low growth hormone secretion associated with post-acute sequelae SARS-CoV-2 infection (PASC) neurologic symptoms: A case-control pilot study,MOLECULAR AND CELLULAR ENDOCRINOLOGY
busca__final/a12edc251298e266c70c5d251a39782e.pdf,a12edc251298e266c70c5d251a39782e,10,60356,3361791,10.1016/j.mce.2023.112071,Low growth hormone secretion associated with post-acute sequelae SARS-CoV-2 infection (PASC) neurologic symptoms: A case-control pilot study,MOLECULAR AND CELLULAR ENDOCRINOLOGY
busca__final/e6d66321c46abf6e71750e2eec329aee.pdf,e6d66321c46abf6e71750e2eec329aee,16,58543,309540,10.3390/nu15204435,Healthcare Costs and Healthcare Utilization Outcomes of Vitamin D3 Supplementation at 5000 IU Daily during a 10.9 Month Observation Period within a Pragmatic Randomized Clinical Trial,NUTRIENTS
busca__final/b3c7c668c210d9a89e27726cb7351468.pdf,b3c7c668c210d9a89e27726cb7351468,8,48116,1181400,10.1016/j.ijregi.2023.05.007,An investigation into the correlation of vitamin D status and management outcomes in patients with severe COVID-19 at a South African tertiary hospital,IJID REGIONS
busca__final/7b10b68aa697e5bc9797b9163f7c17c3.pdf,7b10b68aa697e5bc9797b9163f7c17c3,6,24925,86042,10.52635/eamr/13.1.16-21,VITAMIN D STATUS IN COVID-19 PATIENTS ADMITTED TO THE CRITICAL CARE UNIT OF AN EASTERN INDIA HOSPITAL,EXPLORATORY ANIMAL AND MEDICAL RESEARCH
busca__final/bdf9c3be39f8dfb3e9385d5d735e5ac3.pdf,bdf9c3be39f8dfb3e9385d5d735e5ac3,15,61142,768564,10.3390/nu15102345,A Retrospective Chart Review Evaluating Changes in 25-Hydroxyvitamin D Levels among Patients Attending the University Healthcare Centre during the COVID-19 Pandemic,NUTRIENTS
busca__final/ff1a164c6cf3475513c820eafbbaf6bb.pdf,ff1a164c6cf3475513c820eafbbaf6bb,9,45112,975637,10.1186/s40795-023-00706-z,Vitamin D deficiency in Ukraine: current evidence,BMC NUTRITION
busca__final/4a3abe0ce9b9a06f7a61904d52af5ec4.pdf,4a3abe0ce9b9a06f7a61904d52af5ec4,10,37041,214488,10.7759/cureus.23146,The Relationship Between Vitamin D Levels and Severity in Illness in COVID-19 Patients: A Cross-Sectional Study,CUREUS JOURNAL OF MEDICAL SCIENCE
busca__final/30eaee90a91a3c4f7b94b5a458a5d001.pdf,30eaee90a91a3c4f7b94b5a458a5d001,6,26335,133567,10.7759/cureus.14828,Frequency of Vitamin D Deficiency in Patients of Asthma,CUREUS JOURNAL OF MEDICAL SCIENCE
busca__final/5dc298c31c827ab090520d8f613d945d.pdf,5dc298c31c827ab090520d8f613d945d,2,7425,195518,10.3390/nu12123643,"Reply to: Vitamin D Insufficiency May Account for Almost Nine of Ten COVID-19 Deaths: Time to Act. Comment on: Vitamin D Deficiency and Outcome of COVID-19 Patients. <i>Nutrients</i> 2020, <i>12</i>, 2757",NUTRIENTS
busca__final/7c44105ed79384c28078d0c0db6e4462.pdf,7c44105ed79384c28078d0c0db6e4462,6,22553,5550667,10.1111/dth.13949,Analysis of dermatologic conditions in Turkey and Italy by using Google Trends analysis in the era of theCOVID-19 pandemic,DERMATOLOGIC THERAPY
busca__final/ca61fa91544087ca7277c194e137a163.pdf,ca61fa91544087ca7277c194e137a163,3,10704,399991,10.1111/ijd.15255,Skin and eye protection against ultraviolet C from ultraviolet germicidal irradiation devices during the COVID-19 pandemic,INTERNATIONAL JOURNAL OF DERMATOLOGY
busca__final/15f282f891cd95baae0b2bec0e853089.pdf,15f282f891cd95baae0b2bec0e853089,8,41688,305520,10.1007/s13671-020-00315-0,Vitamin D Update,CURRENT DERMATOLOGY REPORTS
busca__final/74982533e1cf2507751da4382cd4affe.pdf,74982533e1cf2507751da4382cd4affe,31,113802,1262832,10.32604/jrm.2022.023449,Valorization of <i>Aloe barbadensis</i> Miller. (<i>Aloe vera</i>) Processing Waste,JOURNAL OF RENEWABLE MATERIALS
busca__final/94981c8a68601bc5955214c4b3727f8a.pdf,94981c8a68601bc5955214c4b3727f8a,8,39021,406529,10.1177/12034754211034478,An Added Benefit of Masks During the COVID-19 Pandemic: Ultraviolet Protection,JOURNAL OF CUTANEOUS MEDICINE AND SURGERY
busca__final/4bde6692f1c62c246729f22cd3a0c09d.pdf,4bde6692f1c62c246729f22cd3a0c09d,3,8835,733838,10.1016/j.jaad.2022.01.020,An analysis of public sunscreen distribution in the United States during the COVID-19 pandemic,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY
busca__final/b714b2b8c33794973467db6fd925faba.pdf,b714b2b8c33794973467db6fd925faba,22,88669,2698358,10.3390/su15054416,Nutritional Approaches of the Changing Consumer after the Pandemic: Sustainable Potential of Phytoene and Phytofluene for Photoprotection and Skin Health,SUSTAINABILITY
busca__final/0328a00aff10d7c2217527306e02880c.pdf,0328a00aff10d7c2217527306e02880c,7,40216,1710843,10.1016/j.jksus.2023.102970,Assessment of sunscreen effects in photosensitivity under UV exposure during COVID-19 pandemic,JOURNAL OF KING SAUD UNIVERSITY SCIENCE
busca__final/034a68001b9ab3ecfc8a03c8a28c2cd7.pdf,034a68001b9ab3ecfc8a03c8a28c2cd7,13,68138,3844452,10.1016/j.scitotenv.2023.164820,"Analysis of sunscreens and antibiotics in groundwater during the Covid-19 pandemic in the Riviera Maya, Mexico",SCIENCE OF THE TOTAL ENVIRONMENT
busca__final/777e30743f31a1f7f7e4c6180d90f76e.pdf,777e30743f31a1f7f7e4c6180d90f76e,10,39872,530429,10.2147/CCID.S432108,Dermatologists Should Encourage and Resume Photoprotection in Patients with Photodermatoses and Melasma Following the COVID-19 Pandemic,CLINICAL COSMETIC AND INVESTIGATIONAL DERMATOLOGY
busca__final/f9da606678714ca6ae2bd3be2b552b71.pdf,f9da606678714ca6ae2bd3be2b552b71,12,51667,2904963,10.1007/s00484-022-02337-8,Exposure to solar UV radiation of Polish teenagers after the first COVID-19 lockdown in March-April 2020,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY
busca__final/da76a6e1eae05d47ea650cf152c0c977.pdf,da76a6e1eae05d47ea650cf152c0c977,16,68965,279639,10.3390/foods9111701,Food Ingredients and Active Compounds against the Coronavirus Disease (COVID-19) Pandemic: A Comprehensive Review,FOODS
busca__final/91f5651c36ab6eeef8fe96dab420e5bd.pdf,91f5651c36ab6eeef8fe96dab420e5bd,13,75686,1513082,10.1007/s11154-021-09679-5,"Vitamin D, infections and immunity",REVIEWS IN ENDOCRINE & METABOLIC DISORDERS
busca__final/5918b248f008d1b4176bff823c7c6931.pdf,5918b248f008d1b4176bff823c7c6931,9,38898,746721,10.3390/nu12092775,Impact of Vitamin D Deficiency on COVID-19-A Prospective Analysis from the CovILD Registry,NUTRIENTS
busca__final/ed81801450ae91617f65ae2082af2534.pdf,ed81801450ae91617f65ae2082af2534,12,67200,495287,10.1093/nutrit/nuaa063,Nutritional perspectives for the prevention and mitigation of COVID-19,NUTRITION REVIEWS
busca__final/f5842ba773c9269898289885f0bcb7ca.pdf,f5842ba773c9269898289885f0bcb7ca,22,132135,428042,10.1128/mSystems.00122-21,Dietary Supplements and Nutraceuticals under Investigation for COVID-19 Prevention and Treatment,MSYSTEMS
busca__final/0112e157096b821f25ad05f342b95638.pdf,0112e157096b821f25ad05f342b95638,25,176760,1063471,10.1093/jn/nxab059,The Role of Nutrition in COVID-19 Susceptibility and Severity of Disease: A Systematic Review,JOURNAL OF NUTRITION
busca__final/043e94ea8c7f258bbb81ce6fe1f8bfcf.pdf,043e94ea8c7f258bbb81ce6fe1f8bfcf,17,75237,1368277,10.1098/rsos.201912,Vitamin D and COVID-19: evidence and recommendations for supplementation,ROYAL SOCIETY OPEN SCIENCE
busca__final/c5d87f4285707b234c77cd618dd282df.pdf,c5d87f4285707b234c77cd618dd282df,7,31626,1167707,10.1186/s12985-021-01692-z,The association between interferon lambda 3 and 4 gene single-nucleotide polymorphisms and the recovery of COVID-19 patients,VIROLOGY JOURNAL
busca__final/4c7d8649ebf4bbdc7655cdf8fc3c2743.pdf,4c7d8649ebf4bbdc7655cdf8fc3c2743,12,45743,810494,10.3390/nu14153048,"Positive Effects of Vitamin D Supplementation in Patients Hospitalized for COVID-19: A Randomized, Double-Blind, Placebo-Controlled Trial",NUTRIENTS
busca__final/24fa14788231a24528f392c3a21bbfda.pdf,24fa14788231a24528f392c3a21bbfda,4,24915,244636,10.1016/j.dsx.2021.102302,High prevalence of post COVID-19 fatigue in patients with type 2 diabetes: A case-control study,DIABETES & METABOLIC SYNDROME-CLINICAL RESEARCH & REVIEWS
busca__final/a661de36e365d91db525f60c431f9cca.pdf,a661de36e365d91db525f60c431f9cca,33,140414,6698790,10.3390/antiox10091440,Resveratrol as an Adjunctive Therapy for Excessive Oxidative Stress in Aging COVID-19 Patients,ANTIOXIDANTS
busca__final/718fb4c30d6a057c8f8005440a98c511.pdf,718fb4c30d6a057c8f8005440a98c511,19,79760,287826,10.3390/nu12123741,The Benefits of Vitamin D Supplementation for Athletes: Better Performance and Reduced Risk of COVID-19,NUTRIENTS
busca__final/8b4660557cca35710c67204ea67b8b01.pdf,8b4660557cca35710c67204ea67b8b01,7,43933,480341,10.1016/j.jdiacomp.2021.108100,Characterizing progressive beta-cell recovery after new-onset DKA in COVID-19 provoked A-β plus KPD (ketosis-prone diabetes): A prospective study from Eastern India,JOURNAL OF DIABETES AND ITS COMPLICATIONS
busca__final/f12a7032d8e8370a11a5e418301dc9b1.pdf,f12a7032d8e8370a11a5e418301dc9b1,15,66366,2418789,10.3390/nu14153061,"Vitamin D and the Ability to Produce 1,25(OH)<sub>2</sub>D Are Critical for Protection from Viral Infection of the Lungs",NUTRIENTS
busca__final/d3f6d48b9aa988fc7ac66dd3ce9dd602.pdf,d3f6d48b9aa988fc7ac66dd3ce9dd602,6,39840,546703,10.1016/j.msard.2022.103946,COVID-19 severity is associated with worsened neurological outcomes in multiple sclerosis and related disorders,MULTIPLE SCLEROSIS AND RELATED DISORDERS
busca__final/84c8a6c674c459c0d7fc6c39da22c5c7.pdf,84c8a6c674c459c0d7fc6c39da22c5c7,11,63276,1513117,10.1016/j.nano.2022.102552,Bioavailability by design - Vitamin D<sub>3</sub> liposomal delivery vehicles,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE
busca__final/b73e1c6910ed15220e869da66241072c.pdf,b73e1c6910ed15220e869da66241072c,13,51185,1423830,10.3389/fmed.2022.843737,Vitamin D Status in Relation to the Clinical Outcome of Hospitalized COVID-19 Patients,FRONTIERS IN MEDICINE
busca__final/804c3e38c2c726027e3b3130fe61a2d7.pdf,804c3e38c2c726027e3b3130fe61a2d7,14,69665,1566203,10.3389/fphar.2022.863587,"Beneficial Effect of Short-Term Supplementation of High Dose of Vitamin D<sub>3</sub> in Hospitalized Patients With COVID-19: A Multicenter, Single-Blinded, Prospective Randomized Pilot Clinical Trial",FRONTIERS IN PHARMACOLOGY
busca__final/99c979ec7ec47dea334d4bdad89c2173.pdf,99c979ec7ec47dea334d4bdad89c2173,15,110591,786513,10.1016/j.clnesp.2021.06.011,"The snapshot of metabolic health in evaluating micronutrient status, the risk of infection and clinical outcome of COVID-19",CLINICAL NUTRITION ESPEN
busca__final/8a80c28b63a9f7c125c6892add7690c4.pdf,8a80c28b63a9f7c125c6892add7690c4,8,45216,721970,10.1007/s12020-022-03135-3,The osteo-metabolic phenotype of COVID-19: an update,ENDOCRINE
busca__final/7d886b049b7c7de2a8c8e88d675213f8.pdf,7d886b049b7c7de2a8c8e88d675213f8,11,56968,418208,10.1136/bmjnph-2021-000270,Nutritional parameters and outcomes in patients admitted to intensive care with COVID-19: a retrospective single-centre service evaluation,"BMJ NUTRITION, PREVENTION & HEALTH"
busca__final/654c69cd346f3d32a3f336f4e7bd5fe1.pdf,654c69cd346f3d32a3f336f4e7bd5fe1,8,39166,126546,10.1177/2333794X211021739,Potential Role of Vitamins and Zinc on Acute Respiratory Infections Including Covid-19,GLOBAL PEDIATRIC HEALTH
busca__final/7f6537373a4ea20271f1990db14f307a.pdf,7f6537373a4ea20271f1990db14f307a,33,134296,1215238,10.3390/ijms232012324,Role of Micronutrients and Gut Microbiota-Derived Metabolites in COVID-19 Recovery,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES
busca__final/fa1b6bd59c819c7f0777fa76d71f2245.pdf,fa1b6bd59c819c7f0777fa76d71f2245,16,101883,772643,10.1017/S0954422421000251,Vitamin D and acute and severe illness - a mechanistic and pharmacokinetic perspective,NUTRITION RESEARCH REVIEWS
busca__final/af238d0edcf7ee16431659126d7c56a9.pdf,af238d0edcf7ee16431659126d7c56a9,13,61416,1391988,10.3390/medicina58060715,COVID-19 Induced Taste Dysfunction and Recovery: Association with Smell Dysfunction and Oral Health Behaviour,MEDICINA-LITHUANIA
busca__final/483503e571e8fc213dc7a3da2341fda8.pdf,483503e571e8fc213dc7a3da2341fda8,8,49278,243485,10.3389/fnut.2022.930176,Vitamin D for Recovery of COVID-19 in Patients With Chronic Kidney Disease,FRONTIERS IN NUTRITION
busca__final/f813ee0787090b8ba7460f681d06d93a.pdf,f813ee0787090b8ba7460f681d06d93a,24,107686,2035034,10.3390/nu15153430,Immunomodulatory Effects of Vitamin D in Respiratory Tract Infections and COVID-19 in Children,NUTRIENTS
busca__final/f07233b9cc9d3fbd11f58f3da27e6956.pdf,f07233b9cc9d3fbd11f58f3da27e6956,12,48491,346042,10.46497/ArchRheumatol.2022.8996,Impact of vitamin D level and supplementation on systemic lupus erythematosus patients during COVID-19 pandemic,ARCHIVES OF RHEUMATOLOGY
busca__final/f07233b9cc9d3fbd11f58f3da27e6956.pdf,f07233b9cc9d3fbd11f58f3da27e6956,12,48491,346042,10.46497/ArchRheumatol.2022.8996,Impact of vitamin D level and supplementation on systemic lupus erythematosus patients during COVID-19 pandemic,ARCHIVES OF RHEUMATOLOGY
busca__final/5f2b69d4ba38dd7e674a42d5bee801e2.pdf,5f2b69d4ba38dd7e674a42d5bee801e2,7,28030,126320,10.7759/cureus.22385,The Relationship Between Vitamin D Status and the Clinical Severity of COVID-19 Infection: A Retrospective Single-Center Analysis,CUREUS JOURNAL OF MEDICAL SCIENCE
busca__final/5ff88e2cde1d82b1a77971a11e9828f6.pdf,5ff88e2cde1d82b1a77971a11e9828f6,9,50575,2094138,10.4103/jfmpc.jfmpc_2460_22,"A systematic review: The relationship of COVID-19 to iron, zinc, and vitamin D",JOURNAL OF FAMILY MEDICINE AND PRIMARY CARE
busca__final/b7c52710dd58a70ea0c426800e8cfff7.pdf,b7c52710dd58a70ea0c426800e8cfff7,19,66010,834167,10.3390/math11173711,Effects of Vitamin D Supplementation and Degradation on the Innate Immune System Response: Insights on SARS-CoV-2,MATHEMATICS
busca__final/14ce48c7c8b83adc384c7853f924205a.pdf,14ce48c7c8b83adc384c7853f924205a,14,62477,930384,10.3390/diseases11030104,The Effects of Vitamin D Supplementation on Respiratory Infections in Children under 6 Years Old: A Systematic Review,DISEASES
busca__final/26c62968399519ba7e11538ecf242ce7.pdf,26c62968399519ba7e11538ecf242ce7,21,77721,1325710,10.4162/nrp.2021.15.S1.S1,Nutrient modulation of viral infection-implications for COVID-19,NUTRITION RESEARCH AND PRACTICE
busca__final/620cd2b209770a8b24a678bd30392947.pdf,620cd2b209770a8b24a678bd30392947,8,35524,322228,10.5826/dpc.1303a190,Vitamin D Levels in Children During Winter and the Relationship Between Sunscreen and Sun Protection Behaviors,DERMATOLOGY PRACTICAL & CONCEPTUAL
busca__final/f38c16ed7725d2c62f3958c5178ba5be.pdf,f38c16ed7725d2c62f3958c5178ba5be,9,37789,487338,10.4067/S0717-75182021000500789,"The role of vitamin D on the risk of SARS-CoV-2 / COVID-19 part II: Requirements of vitamin D in boys, girls and adolescents",REVISTA CHILENA DE NUTRICION
busca__final/65f2e90a747b6b81241be23a950fc80d.pdf,65f2e90a747b6b81241be23a950fc80d,10,55014,527237,10.1016/j.eprac.2021.09.016,"Treatment With 25-Hydroxyvitamin D3 (Calcifediol) Is Associated With a Reduction in the Blood Neutrophil-to-Lymphocyte Ratio Marker of Disease Severity in Hospitalized Patients With COVID-19: A Pilot Multicenter, Randomized, Placebo-Controlled, Double-Blinded Clinical Trial",ENDOCRINE PRACTICE
busca__final/98acc90f33f9368c54472f8d5f834c9f.pdf,98acc90f33f9368c54472f8d5f834c9f,13,55244,1455854,10.3390/nu15163629,"The Variability of Vitamin D Concentrations in Short Children with Short Stature from Central Poland-The Effects of Insolation, Supplementation, and COVID-19 Pandemic Isolation",NUTRIENTS
busca__final/0aefb1158b98bc12005c0f74c9e9987e.pdf,0aefb1158b98bc12005c0f74c9e9987e,9,38436,619313,,Vitamin D Status in Japanese Young Women in 2016-2017 an 2020: Seasonal Variation and the Effect of Lifestyle Including Changes Caused by the COVID-19 Pandemic,JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY
busca__final/cf8ad1ae701fafba97eb1da0189372e3.pdf,cf8ad1ae701fafba97eb1da0189372e3,17,42451,274651,10.1017/S0029665123004792,Nutrition and immunity: lessons from coronavirus disease-2019,PROCEEDINGS OF THE NUTRITION SOCIETY
busca__final/ee0ff34e360b0a5894533ae8049b4ad8.pdf,ee0ff34e360b0a5894533ae8049b4ad8,10,33171,1638126,10.1186/s12937-021-00744-y,"Low vitamin D levels do not aggravate COVID-19 risk or death, and vitamin D supplementation does not improve outcomes in hospitalized patients with COVID-19: a meta-analysis and GRADE assessment of cohort studies and RCTs",NUTRITION JOURNAL
busca__final/b43dd09e01d9ab7aec9376e92d6ea422.pdf,b43dd09e01d9ab7aec9376e92d6ea422,10,44780,795603,10.4067/S0717-75182021000400630,The role of vitamin D on the risk of SARS-CoV-2/COVID-19 part I: Narrative review,REVISTA CHILENA DE NUTRICION
busca__final/1399e45308413d6126f18f4ff300ebfd.pdf,1399e45308413d6126f18f4ff300ebfd,30,72646,757612,10.3934/mbe.2022417,"Analyzing the relationship between the vitamin D deficiency and COVID-19 mortality rate and modeling the time-delay interactions between body's immune healthy cells, infected cells, and virus particles with the effect of vitamin D levels",MATHEMATICAL BIOSCIENCES AND ENGINEERING
busca__final/1d485ebb03d5457573e121866a486faf.pdf,1d485ebb03d5457573e121866a486faf,35,127961,493263,0,"THE EFFICACY, EQUITY AND EXTERNALITIES OF AUSTRALIA'S COVIDSAFE APP AS A POLICY INTERVENTION DURING THE COVID-19 PANDEMIC: WAS IT SUNSCREEN OR TANNING LOTION?",UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL
busca__final/2e73a9988a954e4cda132fd788275e3d.pdf,2e73a9988a954e4cda132fd788275e3d,8,28054,395312,10.51847/CmNEJaqTlR,"KNOWLEDGE, ATTITUDES, AND PRACTICES ASSOCIATED WITH VITAMIN D MISUSE AMONG GENERAL POPULATION DURING COVID-19 (NORTHERN KSA)",PHARMACOPHORE
busca__final/08dfb67ac774116af753f4bde1352233.pdf,08dfb67ac774116af753f4bde1352233,1,13480,193071,0,Public sunscreen dispensers and consumer sunscreen trends during the COVID-19 pandemic,JOURNAL OF INVESTIGATIVE DERMATOLOGY
busca__final/84668bf75a4e0a6c01e6d5b929ab95f8.pdf,84668bf75a4e0a6c01e6d5b929ab95f8,1,14351,201179,0,Public sunscreen dispenser distribution in the United States: Continued COVID-19 trends during 2021,JOURNAL OF INVESTIGATIVE DERMATOLOGY
busca__final/894166735c3441f7b916a210fa2b6741.pdf,894166735c3441f7b916a210fa2b6741,13,31621,402256,0,"Prevalence of Vitamin D Insufficiency and Deficiency among Young Physicians at University District Hospital in San Juan, Puerto Rico",PUERTO RICO HEALTH SCIENCES JOURNAL
busca__final/a0ff530e0a6bc931204164d92a322d0e.pdf,a0ff530e0a6bc931204164d92a322d0e,12,38422,120358,10.1590/1413-81232022272.37532020,Vitamin D insufficiency and factors associated: a study with older adults people from primary health care network,CIENCIA & SAUDE COLETIVA
